0	1.1399229405106959
1	1.139783903413024
2	1.1396448637417909
3	1.139505933807994
4	1.1393669700982383
5	1.1392280085299038
6	1.1390890349549734
7	1.138950175787548
8	1.13881128289567
9	1.1386723874275457
10	1.1385334846681394
11	1.1383946915565106
12	1.1382557836260283
13	1.1381169589737445
14	1.1379781270296816
15	1.1378394046881484
16	1.137700648726042
17	1.1375618043137063
18	1.1374230431875296
19	1.1372844774934694
20	1.1371457064806914
21	1.1370070187604848
22	1.1368682425745342
23	1.1367296308584058
24	1.1365910427610646
25	1.136452339976466
26	1.1363137157856225
27	1.1361750890073006
28	1.1360366575793297
29	1.1358980209072584
30	1.1357594675425025
31	1.1356209115879834
32	1.135482460340332
33	1.1353439803939565
34	1.1352054119487345
35	1.1350669268179345
36	1.1349285463506873
37	1.1347901372343339
38	1.1346516349072944
39	1.134513215902359
40	1.1343749062181887
41	1.1342365632353635
42	1.1340981364306166
43	1.133959788255612
44	1.1338214327851823
45	1.1336832725123922
46	1.1335449118343082
47	1.1334066344919218
48	1.1332683498536376
49	1.1331301744343054
50	1.132991965831464
51	1.1328536733766796
52	1.1327154595705342
53	1.1325773502445673
54	1.1324392171739865
55	1.1323010721151774
56	1.1321628431875388
57	1.132024890614163
58	1.1318867377305903
59	1.1317486682040772
60	1.1316105054134398
61	1.1314724259814533
62	1.1313345415940497
63	1.1311964522450006
64	1.1310584462610973
65	1.1309204376681403
66	1.1307825381025718
67	1.1306446055712243
68	1.1305065797575278
69	1.1303686420036712
70	1.1302308945366397
71	1.1300929468607648
72	1.129955077878496
73	1.1298172062835752
74	1.1296793320740801
75	1.1295415621066094
76	1.1294037639726704
77	1.1292659632238382
78	1.1291281598581908
79	1.128990460691518
80	1.1288526427129146
81	1.1287149128102971
82	1.1285771756078466
83	1.1284395472425655
84	1.1283018861298957
85	1.1281642223987565
86	1.1280265560472262
87	1.1278888870733839
88	1.1277513222012594
89	1.1276137293229906
90	1.127476129144895
91	1.1273385263431517
92	1.1272010322773593
93	1.127063510254872
94	1.1269259809321186
95	1.126788448983493
96	1.1266510210515563
97	1.1265135652132534
98	1.1263760206943907
99	1.1262385595995352
100	1.1261011772608798
101	1.125963817500408
102	1.125826425222133
103	1.1256890349858464
104	1.1255516327754072
105	1.12541434382655
106	1.1252770224110855
107	1.1251396983639892
108	1.1250023716833415
109	1.1248651488794827
110	1.124727898329377
111	1.1245906404775876
112	1.124453379990929
113	1.124316116867482
114	1.1241789622332903
115	1.1240417752471588
116	1.1239045856239525
117	1.1237673886965818
118	1.1236303909796914
119	1.1234932748641007
120	1.1233560653406016
121	1.1232190253863914
122	1.1230820077283625
123	1.1229449624840775
124	1.1228079099362624
125	1.1226708547459465
126	1.1225337922500427
127	1.1223969288805458
128	1.1222598564228021
129	1.1221228721019647
130	1.1219859666028893
131	1.1218490832786387
132	1.1217121678201711
133	1.1215752543737674
134	1.1214383336209492
135	1.1213014055611321
136	1.1211646718870694
137	1.1210278246592
138	1.1208909747812337
139	1.1207542037443292
140	1.1206174547609862
141	1.1204806737579014
142	1.120343890103427
143	1.1202071037956458
144	1.1200704009926246
145	1.1199338016842901
146	1.1197970889118687
147	1.1196603688321187
148	1.1195236460958555
149	1.1193871176303911
150	1.1192504757409072
151	1.1191138265436944
152	1.1189772562165954
153	1.1188406017028432
154	1.1187041367658264
155	1.11856755845436
156	1.118431059021842
157	1.1182944707420863
158	1.1181580766535797
159	1.1180215692306468
160	1.1178850544986085
161	1.1177486186560828
162	1.117612295418914
163	1.117475854242563
164	1.117339410401919
165	1.117202959251192
166	1.1170665916439846
167	1.1169303319401804
168	1.1167939543489045
169	1.1166575740901483
170	1.1165212773820066
171	1.1163850838917795
172	1.1162487771974807
173	1.116112467833549
174	1.1159762373874416
175	1.1158399180418022
176	1.115703878962662
177	1.1155676358578597
178	1.115431390080246
179	1.11529522786875
180	1.1151591687791331
181	1.1150229965748193
182	1.1148868216955492
183	1.1147507257536031
184	1.1146146271383879
185	1.114478631591525
186	1.1143425276139582
187	1.1142064979484603
188	1.1140704702421533
189	1.113934435225255
190	1.1137985078560508
191	1.1136625537387013
192	1.113526506040872
193	1.1133905419331454
194	1.1132547670735526
195	1.1131187929645776
196	1.1129829024524553
197	1.112846922977035
198	1.1127111087548998
199	1.1125753111692378
200	1.112439491574822
201	1.1123035783777029
202	1.1121678350805229
